lat,lon,color
0.36,127.08,blue
-0.36,-127.08,blue
0.36,127.8,green
-0.36,-127.8,blue
0.36,128.52,green
-0.36,-128.52,blue
0.36,129.24,blue
-0.36,-129.24,blue
0.36,129.96,blue
-0.36,-129.96,blue
0.36,130.68,blue
-0.36,-130.68,blue
0.36,131.4,blue
-0.36,-131.4,blue
0.36,132.12,blue
-0.36,-132.12,blue
0.36,132.84,blue
-0.36,-132.84,blue
0.36,133.56,blue
-0.36,-133.56,blue
0.36,134.28,blue
-0.36,-134.28,blue
0.36,135.0,blue
-0.36,-135.0,blue
0.36,135.72,blue
-0.36,-135.72,blue
0.36,136.44,blue
-0.36,-136.44,blue
0.36,137.16,blue
-0.36,-137.16,blue
0.36,137.88,blue
-0.36,-137.88,blue
0.36,138.6,blue
-0.36,-138.6,blue
0.36,139.32,blue
-0.36,-139.32,blue
0.36,140.04,blue
-0.36,-140.04,blue
0.36,140.76,blue
-0.36,-140.76,blue
0.36,141.48,blue
-0.36,-141.48,blue
0.36,142.2,blue
-0.36,-142.2,blue
0.36,142.92,blue
-0.36,-142.92,blue
0.36,143.64,blue
-0.36,-143.64,blue
0.36,144.36,blue
-0.36,-144.36,blue
0.36,145.08,blue
-0.36,-145.08,blue
0.36,145.8,blue
-0.36,-145.8,blue
0.36,146.52,blue
-0.36,-146.52,blue
0.36,147.24,blue
-0.36,-147.24,blue
0.36,147.96,blue
-0.36,-147.96,blue
0.36,148.68,blue
-0.36,-148.68,blue
0.36,149.4,blue
-0.36,-149.4,blue
0.36,150.12,blue
-0.36,-150.12,blue
0.36,150.84,blue
-0.36,-150.84,blue
0.36,151.56,blue
-0.36,-151.56,blue
0.36,152.28,blue
-0.36,-152.28,blue
0.36,153.0,blue
-0.36,-153.0,blue
0.36,153.72,blue
-0.36,-153.72,blue
0.36,154.44,blue
-0.36,-154.44,blue
0.36,155.16,blue
-0.36,-155.16,blue
0.36,155.88,blue
-0.36,-155.88,blue
0.36,156.6,blue
-0.36,-156.6,blue
0.36,157.32,blue
-0.36,-157.32,blue
0.36,158.04,blue
-0.36,-158.04,blue
0.36,158.76,blue
-0.36,-158.76,blue
0.36,159.48,blue
-0.36,-159.48,blue
0.36,160.2,blue
-0.36,-160.2,blue
0.36,160.92,blue
-0.36,-160.92,blue
0.36,161.64,blue
-0.36,-161.64,blue
0.36,162.36,blue
-0.36,-162.36,blue
0.36,163.08,blue
-0.36,-163.08,blue
0.36,163.8,blue
-0.36,-163.8,blue
0.36,164.52,blue
-0.36,-164.52,blue
0.36,165.24,blue
-0.36,-165.24,blue
0.36,165.96,blue
-0.36,-165.96,blue
0.36,166.68,blue
-0.36,-166.68,blue
0.36,167.4,blue
-0.36,-167.4,blue
0.36,168.12,blue
-0.36,-168.12,blue
0.36,168.84,blue
-0.36,-168.84,blue
0.36,169.56,blue
-0.36,-169.56,blue
0.36,170.28,blue
-0.36,-170.28,blue
0.36,171.0,blue
-0.36,-171.0,blue
0.36,171.72,blue
-0.36,-171.72,blue
0.36,172.44,blue
-0.36,-172.44,blue
0.36,173.16,blue
-0.36,-173.16,blue
0.36,173.88,blue
-0.36,-173.88,blue
0.36,174.6,blue
-0.36,-174.6,blue
0.36,175.32,blue
-0.36,-175.32,blue
0.36,176.04,blue
-0.36,-176.04,blue
0.36,176.76,blue
-0.36,-176.76,blue
0.36,177.48,blue
-0.36,-177.48,blue
0.36,178.2,blue
-0.36,-178.2,blue
0.36,178.92,blue
-0.36,-178.92,blue
0.36,179.64,blue
-0.36,-179.64,blue
0.36,-179.64,blue
-0.36,179.64,blue
0.36,-178.92,blue
-0.36,178.92,blue
0.36,-178.2,blue
-0.36,178.2,blue
0.36,-177.48,blue
-0.36,177.48,blue
0.36,-176.76,blue
-0.36,176.76,blue
0.36,-176.04,blue
-0.36,176.04,blue
0.36,-175.32,blue
-0.36,175.32,blue
0.36,-174.6,blue
-0.36,174.6,blue
0.36,-173.88,blue
-0.36,173.88,blue
0.36,-173.16,blue
-0.36,173.16,blue
0.36,-172.44,blue
-0.36,172.44,blue
0.36,-171.72,blue
-0.36,171.72,blue
0.36,-171.0,blue
-0.36,171.0,blue
0.36,-170.28,blue
-0.36,170.28,blue
0.36,-169.56,blue
-0.36,169.56,blue
0.36,-168.84,blue
-0.36,168.84,blue
0.36,-168.12,blue
-0.36,168.12,blue
0.36,-167.4,blue
-0.36,167.4,blue
0.36,-166.68,blue
-0.36,166.68,blue
0.36,-165.96,blue
-0.36,165.96,blue
0.36,-165.24,blue
-0.36,165.24,blue
0.36,-164.52,blue
-0.36,164.52,blue
0.36,-163.8,blue
-0.36,163.8,blue
0.36,-163.08,blue
-0.36,163.08,blue
0.36,-162.36,blue
-0.36,162.36,blue
0.36,-161.64,blue
-0.36,161.64,blue
0.36,-160.92,blue
-0.36,160.92,blue
0.36,-160.2,blue
-0.36,160.2,blue
0.36,-159.48,blue
-0.36,159.48,blue
0.36,-158.76,blue
-0.36,158.76,blue
0.36,-158.04,blue
-0.36,158.04,blue
0.36,-157.32,blue
-0.36,157.32,blue
0.36,-156.6,blue
-0.36,156.6,blue
0.36,-155.88,blue
-0.36,155.88,blue
0.36,-155.16,blue
-0.36,155.16,blue
0.36,-154.44,blue
-0.36,154.44,blue
0.36,-153.72,blue
-0.36,153.72,blue
0.36,-153.0,blue
-0.36,153.0,blue
0.36,-152.28,blue
-0.36,152.28,blue
0.36,-151.56,blue
-0.36,151.56,blue
0.36,-150.84,blue
-0.36,150.84,blue
0.36,-150.12,blue
-0.36,150.12,blue
0.36,-149.4,blue
-0.36,149.4,blue
0.36,-148.68,blue
-0.36,148.68,blue
0.36,-147.96,blue
-0.36,147.96,blue
0.36,-147.24,blue
-0.36,147.24,blue
0.36,-146.52,blue
-0.36,146.52,blue
0.36,-145.8,blue
-0.36,145.8,blue
0.36,-145.08,blue
-0.36,145.08,blue
0.36,-144.36,blue
-0.36,144.36,blue
0.36,-143.64,blue
-0.36,143.64,blue
0.36,-142.92,blue
-0.36,142.92,blue
0.36,-142.2,blue
-0.36,142.2,blue
0.36,-141.48,blue
-0.36,141.48,blue
0.36,-140.76,blue
-0.36,140.76,blue
0.36,-140.04,blue
-0.36,140.04,blue
0.36,-139.32,blue
-0.36,139.32,blue
0.36,-138.6,blue
-0.36,138.6,blue
0.36,-137.88,blue
-0.36,137.88,blue
0.36,-137.16,blue
-0.36,137.16,blue
0.36,-136.44,blue
-0.36,136.44,blue
0.36,-135.72,blue
-0.36,135.72,blue
0.36,-135.0,blue
-0.36,135.0,blue
0.36,-134.28,blue
-0.36,134.28,blue
0.36,-133.56,blue
-0.36,133.56,blue
0.36,-132.84,blue
-0.36,132.84,blue
0.36,-132.12,blue
-0.36,132.12,turquoise
0.36,-131.4,blue
-0.36,131.4,turquoise
0.36,-130.68,blue
-0.36,130.68,blue
0.36,-129.96,blue
-0.36,129.96,blue
0.36,-129.24,blue
-0.36,129.24,blue
0.36,-128.52,blue
-0.36,128.52,blue
0.36,-127.8,blue
-0.36,127.8,green
0.36,-127.08,blue
-0.36,127.08,turquoise
0.36,-126.36,blue
-0.36,126.36,blue
0.36,-125.64,blue
-0.36,125.64,blue
0.36,-124.92,blue
-0.36,124.92,blue
0.36,-124.2,blue
-0.36,124.2,blue
0.36,-123.48,blue
-0.36,123.48,blue
0.36,-122.76,blue
-0.36,122.76,blue
0.36,-122.04,blue
-0.36,122.04,blue
0.36,-121.32,blue
-0.36,121.32,blue
0.36,-120.6,blue
-0.36,120.6,blue
0.36,-119.88,blue
-0.36,119.88,green
0.36,-119.16,blue
-0.36,119.16,blue
0.36,-118.44,blue
-0.36,118.44,blue
0.36,-117.72,blue
-0.36,117.72,blue
0.36,-117.0,blue
-0.36,117.0,green
0.36,-116.28,blue
-0.36,116.28,green
0.36,-115.56,blue
-0.36,115.56,green
0.36,-114.84,blue
-0.36,114.84,green
0.36,-114.12,blue
-0.36,114.12,green
0.36,-113.4,blue
-0.36,113.4,green
0.36,-112.68,blue
-0.36,112.68,green
0.36,-111.96,blue
-0.36,111.96,green
0.36,-111.24,blue
-0.36,111.24,green
0.36,-110.52,blue
-0.36,110.52,green
0.36,-109.8,blue
-0.36,109.8,green
0.36,-109.08,blue
-0.36,109.08,turquoise
0.36,-108.36,blue
-0.36,108.36,blue
0.36,-107.64,blue
-0.36,107.64,blue
0.36,-106.92,blue
-0.36,106.92,blue
0.36,-106.2,blue
-0.36,106.2,blue
0.36,-105.48,blue
-0.36,105.48,blue
0.36,-104.76,blue
-0.36,104.76,turquoise
0.36,-104.04,blue
-0.36,104.04,blue
0.36,-103.32,blue
-0.36,103.32,green
0.36,-102.6,blue
-0.36,102.6,green
0.36,-101.88,blue
-0.36,101.88,green
0.36,-101.16,blue
-0.36,101.16,green
0.36,-100.44,blue
-0.36,100.44,green
0.36,-99.72,blue
-0.36,99.72,turquoise
0.36,-99.0,blue
-0.36,99.0,blue
0.36,-98.28,blue
-0.36,98.28,turquoise
0.36,-97.56,blue
-0.36,97.56,blue
0.36,-96.84,blue
-0.36,96.84,blue
0.36,-96.12,blue
-0.36,96.12,blue
0.36,-95.4,blue
-0.36,95.4,blue
0.36,-94.68,blue
-0.36,94.68,blue
0.36,-93.96,blue
-0.36,93.96,blue
0.36,-93.24,blue
-0.36,93.24,blue
0.36,-92.52,blue
-0.36,92.52,blue
0.36,-91.8,blue
-0.36,91.8,blue
0.36,-91.08,blue
-0.36,91.08,blue
0.36,-90.36,blue
-0.36,90.36,blue
0.36,-89.64,blue
-0.36,89.64,blue
0.36,-88.92,blue
-0.36,88.92,blue
0.36,-88.2,blue
-0.36,88.2,blue
0.36,-87.48,blue
-0.36,87.48,blue
0.36,-86.76,blue
-0.36,86.76,blue
0.36,-86.04,blue
-0.36,86.04,blue
0.36,-85.32,blue
-0.36,85.32,blue
0.36,-84.6,blue
-0.36,84.6,blue
0.36,-83.88,blue
-0.36,83.88,blue
0.36,-83.16,blue
-0.36,83.16,blue
0.36,-82.44,blue
-0.36,82.44,blue
0.36,-81.72,blue
-0.36,81.72,blue
0.36,-81.0,blue
-0.36,81.0,blue
0.36,-80.28,blue
-0.36,80.28,blue
0.36,-79.56,green
-0.36,79.56,blue
0.36,-78.84,green
-0.36,78.84,blue
0.36,-78.12,green
-0.36,78.12,blue
0.36,-77.4,green
-0.36,77.4,blue
0.36,-76.68,green
-0.36,76.68,blue
0.36,-75.96,green
-0.36,75.96,blue
0.36,-75.24,green
-0.36,75.24,blue
0.36,-74.52,green
-0.36,74.52,blue
0.36,-73.8,green
-0.36,73.8,blue
0.36,-73.08,green
-0.36,73.08,blue
0.36,-72.36,green
-0.36,72.36,blue
0.36,-71.64,green
-0.36,71.64,blue
0.36,-70.92,green
-0.36,70.92,blue
0.36,-70.2,green
-0.36,70.2,blue
0.36,-69.48,green
-0.36,69.48,blue
0.36,-68.76,green
-0.36,68.76,blue
0.36,-68.04,green
-0.36,68.04,blue
0.36,-67.32,green
-0.36,67.32,blue
0.36,-66.6,green
-0.36,66.6,blue
0.36,-65.88,green
-0.36,65.88,blue
0.36,-65.16,green
-0.36,65.16,blue
0.36,-64.44,green
-0.36,64.44,blue
0.36,-63.72,green
-0.36,63.72,blue
0.36,-63.0,green
-0.36,63.0,blue
0.36,-62.28,green
-0.36,62.28,blue
0.36,-61.56,green
-0.36,61.56,blue
0.36,-60.84,green
-0.36,60.84,blue
0.36,-60.12,green
-0.36,60.12,blue
0.36,-59.4,green
-0.36,59.4,blue
0.36,-58.68,green
-0.36,58.68,blue
0.36,-57.96,green
-0.36,57.96,blue
0.36,-57.24,green
-0.36,57.24,blue
0.36,-56.52,green
-0.36,56.52,blue
0.36,-55.8,green
-0.36,55.8,blue
0.36,-55.08,green
-0.36,55.08,blue
0.36,-54.36,green
-0.36,54.36,blue
0.36,-53.64,green
-0.36,53.64,blue
0.36,-52.92,green
-0.36,52.92,blue
0.36,-52.2,green
-0.36,52.2,blue
0.36,-51.48,green
-0.36,51.48,blue
0.36,-50.76,green
-0.36,50.76,blue
0.36,-50.04,blue
-0.36,50.04,blue
0.36,-49.32,blue
-0.36,49.32,blue
0.36,-48.6,blue
-0.36,48.6,blue
0.36,-47.88,blue
-0.36,47.88,blue
0.36,-47.16,blue
-0.36,47.16,blue
0.36,-46.44,blue
-0.36,46.44,blue
0.36,-45.72,blue
-0.36,45.72,blue
0.36,-45.0,blue
-0.36,45.0,blue
0.36,-44.28,blue
-0.36,44.28,blue
0.36,-43.56,blue
-0.36,43.56,blue
0.36,-42.84,blue
-0.36,42.84,blue
0.36,-42.12,blue
-0.36,42.12,green
0.36,-41.4,blue
-0.36,41.4,green
0.36,-40.68,blue
-0.36,40.68,green
0.36,-39.96,blue
-0.36,39.96,green
0.36,-39.24,blue
-0.36,39.24,green
0.36,-38.52,blue
-0.36,38.52,green
0.36,-37.8,blue
-0.36,37.8,green
0.36,-37.08,blue
-0.36,37.08,green
0.36,-36.36,blue
-0.36,36.36,green
0.36,-35.64,blue
-0.36,35.64,green
0.36,-34.92,blue
-0.36,34.92,green
0.36,-34.2,blue
-0.36,34.2,blue
0.36,-33.48,blue
-0.36,33.48,blue
0.36,-32.76,blue
-0.36,32.76,blue
0.36,-32.04,blue
-0.36,32.04,blue
0.36,-31.32,blue
-0.36,31.32,green
0.36,-30.6,blue
-0.36,30.6,green
0.36,-29.88,blue
-0.36,29.88,blue
0.36,-29.16,blue
-0.36,29.16,green
0.36,-28.44,blue
-0.36,28.44,green
0.36,-27.72,blue
-0.36,27.72,green
0.36,-27.0,blue
-0.36,27.0,green
0.36,-26.28,blue
-0.36,26.28,green
0.36,-25.56,blue
-0.36,25.56,green
0.36,-24.84,blue
-0.36,24.84,green
0.36,-24.12,blue
-0.36,24.12,green
0.36,-23.4,blue
-0.36,23.4,green
0.36,-22.68,blue
-0.36,22.68,green
0.36,-21.96,blue
-0.36,21.96,green
0.36,-21.24,blue
-0.36,21.24,green
0.36,-20.52,blue
-0.36,20.52,green
0.36,-19.8,blue
-0.36,19.8,green
0.36,-19.08,blue
-0.36,19.08,green
0.36,-18.36,blue
-0.36,18.36,green
0.36,-17.64,blue
-0.36,17.64,green
0.36,-16.92,blue
-0.36,16.92,green
0.36,-16.2,blue
-0.36,16.2,green
0.36,-15.48,blue
-0.36,15.48,green
0.36,-14.76,blue
-0.36,14.76,green
0.36,-14.04,blue
-0.36,14.04,green
0.36,-13.32,blue
-0.36,13.32,green
0.36,-12.6,blue
-0.36,12.6,green
0.36,-11.88,blue
-0.36,11.88,green
0.36,-11.16,blue
-0.36,11.16,green
0.36,-10.44,blue
-0.36,10.44,green
0.36,-9.72,blue
-0.36,9.72,green
0.36,-9.0,blue
-0.36,9.0,blue
0.36,-8.28,blue
-0.36,8.28,blue
0.36,-7.56,blue
-0.36,7.56,blue
0.36,-6.84,blue
-0.36,6.84,blue
0.36,-6.12,blue
-0.36,6.12,blue
0.36,-5.4,blue
-0.36,5.4,blue
0.36,-4.68,blue
-0.36,4.68,blue
0.36,-3.96,blue
-0.36,3.96,blue
0.36,-3.24,blue
-0.36,3.24,blue
0.36,-2.52,blue
-0.36,2.52,blue
0.36,-1.8,blue
-0.36,1.8,blue
0.36,-1.08,blue
-0.36,1.08,blue
0.36,-0.36,blue
-0.36,0.36,blue
0.36,0.36,blue
-0.36,-0.36,blue
0.36,1.08,blue
-0.36,-1.08,blue
0.36,1.8,blue
-0.36,-1.8,blue
0.36,2.52,blue
-0.36,-2.52,blue
0.36,3.24,blue
-0.36,-3.24,blue
0.36,3.96,blue
-0.36,-3.96,blue
0.36,4.68,blue
-0.36,-4.68,blue
0.36,5.4,blue
-0.36,-5.4,blue
0.36,6.12,blue
-0.36,-6.12,blue
0.36,6.84,turquoise
-0.36,-6.84,blue
0.36,7.56,blue
-0.36,-7.56,blue
0.36,8.28,blue
-0.36,-8.28,blue
0.36,9.0,blue
-0.36,-9.0,blue
0.36,9.72,green
-0.36,-9.72,blue
0.36,10.44,green
-0.36,-10.44,blue
0.36,11.16,green
-0.36,-11.16,blue
0.36,11.88,green
-0.36,-11.88,blue
0.36,12.6,green
-0.36,-12.6,blue
0.36,13.32,green
-0.36,-13.32,blue
0.36,14.04,green
-0.36,-14.04,blue
0.36,14.76,green
